ID,Investigators,Institution,Title,Submit_Year,Start_Year,Description
1004242,A/Pr Elizabeth Powell,University of Queensland,"The role of obesity, insulin resistance and fatty liver (steatosis) in human disease and strategies to monitor and improve patient outcomes",2010,2011,
1004267,Prof Paul Foster,University of Newcastle,Targeting microRNA (miRNA) as a unified therapeutic approach to the treatment of asthma and allergic inflammation,2010,2011,
1004332,Dr Jacqueline Wilce,Monash University,Characterisation of the growth receptor bound 7 (Grb7) protein and protein and RNA partners involved in the regulation of stress granule formation and cell migration.,2010,2011,
1004341,Doctor Viviana Wuthrich,Macquarie University,Investigation of the effectiveness of group Cognitive Behavioural Therapy for comorbid anxiety and depression in older adults,2010,2011,
1004380,A/Pr Jennifer Keogh,University of South Australia,Effects of modification of dietary sodium intake on endothelial function in obese subjects,2010,2011,
1004384,A/Pr Helen Leonard,University of Western Australia,Towards evidence-based care for Rett syndrome: a research model to inform management of rare disorders,2010,2011,
1004387,Dr Nicole Rinehart,Monash University,Motor functioning in young people with attention deficit hyperactivity disorder Ð combined type: A three-dimensional motion analysis study.,2010,2011,
1004392,Dr Ingrid Gelissen,University of Sydney,Control of expression and activity of the ABCG1 cholesterol transporter in vascular cells,2010,2011,
1004393,Prof Stephen Leeder,University of Sydney,"The effect of a coordinated care intervention, Care Navigation, on the readmission rate of chronically ill patients at Nepean Hospital.",2010,2011,
1004395,A/Pr Stephanie Brown,Murdoch Children's Research Institute,Aboriginal Families Study: closing the gap in Indigenous maternal and child health outcomes,2010,2011,
1004406,Dr Marie Pirotta,University of Melbourne,Randomised sham-controlled trial of acupuncture for post-menopausal hot flushes,2010,2011,
1004415,Prof George Milne,University of Western Australia,Using an established simulation model to determine effective and cost-effective interventions to mitigate influenza pandemics and inform public health policy,2010,2011,
1004434,Dr Patrick Humbert,University of Melbourne,Molecular Regulation of tumourigenesis by the polarity determinant Scribble and associated proteins,2010,2011,
1004441,Prof Mark Febbraio,Baker IDI Heart and Diabetes Institute,Activation of HSP72 in skeletal muscle as a therapeutic target for obesity,2010,2011,
1004455,Dr Trent Woodruff,University of Queensland,Therapeutic Targeting of Complement C5a Receptors in HuntingtonÕs Disease,2010,2011,
1004474,Dr Michael Skilton,University of Sydney,Non-invasive assessment of vascular health in maternal-fetal and other susceptible populations,2010,2011,
1004475,A/Pr Anthony Hannan,University of Melbourne,"Gene-environment interactions, experience-dependent plasticity and pathogenic mechanisms in mouse models of cognitive and affective disorders.  Mental and physical activity as modulators of brain and behaviour in healthy and diseased states.",2010,2011,
1004479,Dr Leonie Quinn,University of Melbourne,Mechanisms for regulation of Myc transcription and cell growth,2010,2011,
1004490,A/Pr Victoria Korolik,Griffith University,The role of the chemosensory receptors of the enteric pathogen C. jejuni in virulence and host - bacterial interactions,2010,2011,
1004494,Prof Karen Simmer,University of Western Australia,Effect of high dose infant fish oil supplementation and FADS 1 & 2 genetic polymorphisms on cognitive development and school giftedness,2010,2011,
1004503,A/Pr Josephine Forbes,"Mater Medical Research Institute, Brisbane",Delineating the role of advanced glycation in diabetes and nephropathy,2010,2011,
1004517,Prof Darrell Crawford,University of Queensland,Targeting the Pathophysiology and Therapy of Liver Fibrosis,2010,2011,
1004528,Dr Nathaniel Marshall,University of Sydney,Modafinil for neurobehavioural dysfunction in sleep apnea patients who cannot use standard device-based treatments.,2010,2011,
1004530,A/Pr Robert Andrews,Monash University,Platelet receptors in health and disease,2010,2011,
1004541,Dr Mark Chong,Walter and Eliza Hall Institute,An alternate function of the microRNA biogenesis machinery,2010,2011,
1004553,Prof Sanchia Aranda,University of Melbourne,A telehealth mediated nursing intervention (PRISMS) to enable patient monitoring and self-care in haematological cancer patients: a randomised controlled trial,2010,2011,
1004572,Prof Sharad Kumar,University of Adelaide,Regulation of the Nedd4 family of ubiquitin ligases by adaptor and accessory proteins in normal physiology and in disease,2010,2011,
1004575,A/Pr Stephen Williams,University of Queensland,Celluar basis of cortico-cortical integration,2010,2011,
1004592,Prof Heinrich Korner,University of Tasmania,Absence of CC chemokine receptor 6 dysregulates the humoral immune response.,2010,2011,
1004595,Prof Jacob George,University of Sydney,The role of adiponectin-mediated nitric oxide on portal hypertension and liver fibrosis,2010,2011,
1004596,A/Pr Darren Kelly,University of Melbourne,"Pre-clinical development of a novel anti-fibrotic, anti-inflammatory compound to treat diabetic heart disease",2010,2011,
1004602,Prof Richard Lewis,University of Queensland,Role of extracellular surface residues in agonist activation of the alpha1 adrenoceptor,2010,2011,
1004619,Dr Jason Mackenzie,La Trobe University,"Lipids, stress and flavivirus replication",2010,2011,
1004620,Dr Daniela Stock,Victor Chang Cardiac Research Institute,Development of Membrane Protein Structural Biology in Australia,2010,2011,
1004623,A/Pr Stephen Jan,University of Sydney,What Determines Patients' Adherence to Treatment in Cardiovascular Disease Prevention? A Process Evaluation of The KanyiniÐGAP Trial,2010,2011,
1004632,Dr Tri Phan,Garvan Institute of Medical Research,The role of subcapsular sinus macrophages in lymph node metastases,2010,2011,
1004637,Dr Tim Silk,Murdoch Children's Research Institute,Genetic influence on cognitive function and medication response in Attention Deficit Hyperactivity Disorder (ADHD).,2010,2011,
1004643,Dr Patricia Valery,Menzies School of Health Research,"A comparative study: Patterns of Care, Comorbidities and Quality of Life of Indigenous and non-Indigenous people with lung, head & neck, breast or gynaecological cancers",2010,2011,
1004651,A/Pr Jacqueline Matthews,University of Sydney,LMO2-containing complexes in leukemia and blood cell development,2010,2011,
1004666,Prof Peter Timms,Queensland University of Technology,Specificity of Chlamydia pneumoniae for humans : analysis of previous cross-host transmission events and the role of tryptophan availability in host specificity,2010,2011,
1004670,Dr Ian Blair,University of Sydney,Investigating the genetic basis of ALS,2010,2011,
1004691,Prof Peter Gibson,Monash University,The role of wheat gluten in the genesis of gastrointestinal symptoms and fatigue in patients with non-coeliac gluten intolerance.,2010,2011,
1004695,Dr Stuart Pitson,University of Adelaide,Targetting the CIB1-sphingosine kinase interaction in oncogenesis,2010,2011,
1004715,A/Pr David Harrich,Queensland Institute of Medical Research,An RNA Element Negatively Regulates Initation HIV-1 Reverse transcription and Inhibits Proviral Integration,2010,2011,
1004734,Prof Donald Robertson,University of Western Australia,Neural mechanisms for enhancing hearing,2010,2011,
1004740,Prof David Crewther,Swinburne University of Technology,Visual neuromarkers for autistic tendency,2010,2011,
1004744,Prof Maree Teesson,University of New South Wales,The effectiveness of a comprehensive ÔuniversalÕ and ÔtargetedÕ intervention to prevent substance use and related harms in adolescents: The CAP Project,2010,2011,
1004762,Prof Ross Coppel,Monash University,Functional studies on two essential rhoptry proteins of the malaria parasite,2010,2011,
1004765,Dr Stuart Kinner,University of Melbourne,Monitoring and improving the health of ex-prisoners,2010,2011,
1004799,A/Pr Deborah Marsh,University of Sydney,Molecular mechanisms and functional consequences - understanding endocrine tumorigenesis,2010,2011,
1004822,Prof Leanne Williams,University of Sydney,GEM study:  General and Emotional Cognition in first  onset psychosis,2010,2011,
1004837,A/Pr Frank Alderuccio,Monash University,Immune tolerance in experimental autoimmune encephalomyelitis following transplant of bone marrow cells genetically encoding autoantigen,2010,2011,
1004846,A/Pr Naresh Verma,Australian National University,Structural and functional analysis of glucosyltransferases (Gtr) involved in O-antigen modification of Shigella flexneri,2010,2011,
1004847,A/Pr Allison Jilbert,University of Adelaide,Hepatitis B Virus Covalently Closed Circular DNA,2010,2011,
1004871,A/Pr Gerald Atkins,University of Adelaide,Sclerostin: a key regulator of bone mineralisation and bone catabolism,2010,2011,
1004881,A/Pr Richard Pearson,University of Melbourne,Biochemical and molecular dissection of the mechanisms controlling ribosome biogenesis by the PI3K/AKT/mTOR/MYC network,2010,2011,
1004900,Prof Billie Wilma Giles-Corti,University of Melbourne,Exploring the impact of the built environment on health and health behaviour outcomes and the translation of evidence into policy and practice,2010,2011,
1004926,Prof Carol Pollock,University of Sydney,Renal protection with SGLT2 inhibition,2010,2011,
1004938,Prof Ego Seeman,University of Melbourne,The micro-structural basis of bone loss and fragility after menopause: a longitudinal co-twin control study,2010,2011,
1004945,Dr Jian-Guo Zhang,Walter and Eliza Hall Institute,Structural and functional analysis of oncostatin M receptor signalling complexes,2010,2011,
1004952,Dr Joanne Said,University of Melbourne,The role of proteoglycans in contributing to placental thrombosis and fetal growth restriction,2010,2011,
1004992,Dr Stefan Bagheri-Fam,Prince Henry's Institute of Medical Research,ATR-X syndrome: Role of ATRX in testicular growth and spermatogenesis,2010,2011,
1004999,Prof H. Peter Soyer,University of Queensland,Effects of nevogenesis susceptibility genes and phenotypic correlation with dermoscopic characteristics of nevi,2010,2011,
1005030,Dr Oliver Rackham,University of Western Australia,Mitochondrial ribosomal pentatricopeptide domain proteins regulate protein synthesis in health and disease,2010,2011,
1005050,A/Pr Steven Petrou,University of Melbourne,Disease mechanisms in genetic epilepsies,2010,2011,
1005053,A/Pr Matthew Watt,Monash University,Physical activity restores energy homeostasis in obesity through hypothalamic neurogenesis,2010,2011,
1005071,Prof Robert Shepherd,University of Melbourne,Nanoparticle based neurotrophin delivery to promote directed neurite growth and auditory nerve rescue following deafness,2010,2011,
1005091,Dr Judy Tellam,Queensland Institute of Medical Research,"Enhanced expression of the Epstein-Barr Virus Nuclear Antigen, EBNA1, as a Target for T-cell-Based Immunotherapy for Prevention of Viral-Associated Diseases.",2010,2011,
1005097,Dr Tri Phan,Garvan Institute of Medical Research,Dynamic in vivo imaging of molecular and cellular events shaping the immune response in mouse models and human diseases,2010,2011,
1005298,Prof Robyn O'Hehir,Monash University,Human CD4+ T-cell epitope-based therapeutic for peanut allergy,2010,2011,
1005315,A/Pr Mark Schembri,University of Queensland,Role of macrophages in uropathogenic E. coli infections,2010,2011,
1005317,Prof Melissa Wake,Murdoch Children's Research Institute,Preventing early academic problems by improving working memory: Translational randomised trial,2010,2011,
1005324,Prof Brian Oldenburg,Monash University,Kerala Diabetes Prevention Program (K-DPP): A cluster RCT of its effectiveness and cost-effectiveness,2010,2011,
1005329,A/Pr Xiao-Jun Du,Baker IDI Heart and Diabetes Institute,beta-Adrenergic activation: a double-edged sword on cardiac angiogenesis,2010,2011,
1005332,Prof Mark Gillies,University of Sydney,A bench to bedside approach to improving treatment of blinding retinal diseases,2010,2011,
1005334,A/Pr Peter Baade,The Cancer Council Queensland,Quantifying and understanding spatial inequalities in cancer outcomes,2010,2011,
1005345,Dr Della Forster,La Trobe University,Diabetes & antenatal milk expressing (DAME): a randomised controlled trial,2010,2011,
1005350,Prof Matthew Cooper,University of Queensland,Development of Novel Hybrid Antibiotics for the Treatment of Hospital and Community Acquired Drug Resistant Gram-Negative and Gram-Postitive Bacterial Infections,2010,2011,
1005427,Dr Samuel Solomon,University of Sydney,The functional organisation and signals of motion sensitive neurons in the middle-temporal area of visual cortex,2010,2011,
1005566,Dr Susan Tomlinson,University of Sydney,The final common channel: measurement of nerve excitability in epilepsy.,2010,2011,
1005651,Dr Peter Crouch,University of Melbourne,Validating a potential therapeutic for amyotrophic lateral sclerosis,2010,2011,
1005653,Dr Alyssa Barry,Walter and Eliza Hall Institute,Var gene diversity and naturally acquired immunity to malaria,2010,2011,
1005668,Prof Louisa Degenhardt,University of New South Wales,Determining the impact of opioid substitution therapy upon mortality and recidivism among prisoners: A 22-year data linkage study,2010,2011,
1005697,Dr Ian Grainge,University of Newcastle,Molecular characterization of the role of FtsK in chromosome unlinking and segregation.,2010,2011,
1005708,A/Pr Penelope Schofield,University of Melbourne,A nurse led psychosocial intervention with peer support to reduce needs in women being treated with radiotherapy for gynaecological cancer: A RCT,2010,2011,
1005715,A/Pr Deborah Marsh,University of Sydney,Pyk2: a central mediator of gonadotropin action in ovarian cancer,2010,2011,
1005717,Prof Judith Clements,Queensland University of Technology,Defining the role of the PSA-related kallikrein serine proteases in hormone dependent cancer progression,2010,2011,
1005730,Prof Tailoi Chan-Ling,University of Sydney,Rationale for non-invasive treatment of Retinopathy of Prematurity: Dark Rearing as a means of mimicking physiological vascularisation,2010,2011,
1005735,Dr Kristy Brown,Prince Henry's Institute of Medical Research,Aromatase regulation by p53 and HIF-1alpha in obesity and post-menopausal breast cancer.,2010,2011,
1005740,A/Pr Amanda Thrift,Monash University,"A case control study of hypertension in the setting of poverty, overcrowding and infection.",2010,2011,
1005751,Prof Linda Richards,University of Queensland,Development of the cerebral cortex,2010,2011,
1005769,Dr John Kwok,University of New South Wales,"Investigation of dysfunction of SIGMAR1 in transgenic mouse models, a novel gene implicated in neurodegeneration",2010,2011,
1005792,Prof James Semmens,Curtin University of Technology,A longitudinal population based study of Alzheimer's disease: prescription drug use and survival,2010,2011,
1005811,A/Pr James Brock,University of Melbourne,Effects of ghrelin receptor ligands on cardiovascular function,2010,2011,
1005816,A/Pr Steven Collins,University of Melbourne,"Assessing the role of the N-terminus of the prion protein, emphasising constitutive cleavage, in normal function and pathogenesis, as well as defining the relationship between intensity of surveillance and sporadic CJD incidence.",2010,2011,
1005819,Dr Carsten Schmitz-Peiffer,Garvan Institute of Medical Research,Targeting ceramide metabolism to improve lipid-induced insulin resistance,2010,2011,
1005846,Prof Francis Carbone,University of Melbourne,Anti-viral immunity and the survival of cells infected with herpes simplex virus in vivo,2010,2011,
1005851,Prof Karin Jandeleit-Dahm,Baker IDI Heart and Diabetes Institute,NOX isoforms in diabetes associated vascular injury: implications for therapeutic strategies,2010,2011,
1005867,Prof Helen Christensen,University of New South Wales,A novel intervention targeting insomnia to prevent Major Depressive Disorder in the community,2010,2011,
1005893,Prof Margaret Morris,University of New South Wales,How does paternal obesity influence offspring glucose tolerance?,2010,2011,
1005896,A/Pr Michael Lawrence,Walter and Eliza Hall Institute,How insulin and the insulin-like growth factors bind to their receptors - the key role of the a-chain C-terminal helix,2010,2011,
1005899,Prof Rodney Minchin,University of Queensland,The putative drug metabolising enzyme SULT4A1 is a sulfotransferase inhibitor,2010,2011,
1005922,Prof Ron Borland,The Cancer Council Victoria,Evaluating population-wide efforts to reduce tobacco use: Continuation of the ITC-Four Country cohort in Australia,2010,2011,
1005935,Dr Belinda Henry,Monash University,Muscle thermogenesis in models of predisposition to obesity,2010,2011,
1005942,Professor Nicola Lautenschlager,University of Melbourne,A randomised clinical trial of physical activity to delay the progression of cerebrovascular pathology,2010,2011,
1005951,A/Pr Graeme Maguire,James Cook University,Rheumatic Fever Follow-up Study (RhFFUS)  Ð determining the optimal clinical response for minor heart valve abnormalities in an Indigenous Australian setting,2010,2011,
1005964,A/Pr Frederic Meunier,University of Queensland,TNF traffic and secretion in astrocytes and microglial cells: unveilling new targets for ischemic stroke,2010,2011,
1005974,A/Pr Derek Laver,University of Newcastle,Ryanodine receptor inhibitors as therapy for Ca2+ store overload induced arrhythmias,2010,2011,
1005985,A/Pr Andrew Gundlach,University of Melbourne,Ascending neural networks and behavioural state control,2010,2011,
1005988,A/Pr Andrew Gundlach,University of Melbourne,Ascending control of behavioural state and cognition - role of nucleus incertus and relaxin-3 transmission,2010,2011,
1005991,Prof Julian Rood,Monash University,Host-pathogen interactions in clostridial myonecrosis,2010,2011,
1006002,Dr Tao Liu,University of New South Wales,Targeting histone deacetylases for the therapy of Myc-induced malignancies,2010,2011,
1006010,Dr Richard Ferrero,Monash University,The impact of virulence gene polymorphisms on Helicobacter pylori pathogenesis.,2010,2011,
1006016,A/Pr Jamie Vandenberg,Victor Chang Cardiac Research Institute,Modeling acquired long QT syndrome,2010,2011,
1006017,Dr Grant Drummond,Monash University,Nox isoforms and chemokine receptors as therapeutic targets in vascular disease and stroke,2010,2011,
1006023,Prof Malcolm McConville,University of Melbourne,Metabolomic analysis of Leishmania parasites; identifying metabolic pathways required for pathogenesis,2010,2011,
1006024,Prof Malcolm McConville,University of Melbourne,Metabolomic analysis of Plasmodum falciparum and mode of action of antimalarial compounds,2010,2011,
1006031,Prof Karol Miller,University of Western Australia,Towards predicting brain deformations for image-guided neurosurgery,2010,2011,
1006035,Prof John Furness,University of Melbourne,Effects of ischemia/ reperfusion injury on enteric neurons and neuroprotective strategies,2010,2011,
1006036,Prof Jan Copeland,University of New South Wales,A double blind placebo randomised controlled trial of Sativex in the management of cannabis withdrawal,2010,2011,
1006051,Dr Alex Brown,Baker IDI Heart and Diabetes Institute,"The Central Australian Heart Protection Study: A Randomised Trial of Nurse-Led, Family Based Secondary Prevention of Acute Coronary Syndromes",2010,2011,
1006053,Dr Rod Hunt,Murdoch Children's Research Institute,A study of the impact of treating electrographic seizures in term or near-term infants with neonatal encephalopathy,2010,2011,
1006062,Prof Bruce Kemp,St.Vincent's Institute of Medical Research,An AMPK myristoyl switch controls AMP mediated metabolic stress signaling,2010,2011,
1006077,Prof Terence O'Brien,University of Melbourne,"Targeting Tau phosphorylation to treat and prevent acquired epilepsy, neurodegeneration and neuropsychiatric disease following a brain injury",2010,2011,
1006088,Prof Paul Thomas,University of New South Wales,The inhaled particle study,2010,2011,
1006091,Dr Tania de Koning-Ward,Deakin University,Dissection of protein export in Plasmodium,2010,2011,
1006110,Prof Ingrid Scheffer,University of Melbourne,The genetics of human epilepsy,2010,2011,
1006139,Prof John Fletcher,University of Sydney,Redefining the role of macrophages in atherosclerosis: macrophage subset role in plaque stability,2010,2011,
1006141,Dr Julie Atkin,La Trobe University,Protein Disulphide Isomerase and Neurodegeneration in Motor Neuron Disease,2010,2011,
1006171,Dr Matthew Roberts,University of Melbourne,The Beta-blocker to LOwer CArdiovascular Dialysis Events (BLOCADE) Feasibility Study,2010,2011,
1006188,A/Pr Michael Kershaw,University of Melbourne,Generating Stronger and Smarter T Cells for Cancer Therapy,2010,2011,
1006199,A/Pr Barry Slobedman,University of Sydney,Human cytomegalovirus encoded control of the latent phase of infection,2010,2011,
1006200,Prof Jacob George,University of Sydney,Role of adiponectin in hepatic carcinogenesis,2010,2011,
1006207,Prof Stephen Jane,Monash University,Identification of novel mechanisms governing stage-specific regulation of the human globin genes,2010,2011,
1006215,A/Pr Katrina Allen,Murdoch Children's Research Institute,The role of infant food allergy in the natural history and burden of allergic disease across the early years: The HealthNuts study,2010,2011,
1006223,A/Pr Rupert Leong,University of New South Wales,Proteomics and confocal endomicroscopy in the evaluation of inflammatory bowel diseases.,2010,2011,
1006242,Prof Graeme Young,Flinders University,Evaluation of blood-based screening tests for colorectal neoplasia; from biomarker candidates to accurate and acceptable tests,2010,2011,
1006243,Dr Archie Clements,University of Queensland,Clostridium difficile: assessing the risks to Australia of an emerging healthcare-related pathogen,2010,2011,
1006245,Prof Arthur Shulkes,University of Melbourne,Role of gastrin prohormones in the development of gastrointestinal cancers,2010,2011,
1006254,Dr Archie Clements,University of Queensland,From maps to efficient multi-parasite control in the Philippines,2010,2011,
1006266,Prof Paul Norman,University of Western Australia,Screening for abdominal aortic aneurysms: long-term outcome and role of circulating markers of glycation,2010,2011,
1006294,Prof Grant Townsend,University of Adelaide,"Genetic, environmental and epigenetic influences on human tooth emergence: a twin study",2010,2011,
1006304,Dr Anthony White,Monash University,The role of micro-RNAs in human cardiomyocyte specification,2010,2011,
1006316,Prof Pankaj Sah,University of Queensland,Neural correlates of fear conditioning and extinction,2010,2011,
1006331,Dr Gail Matthews,University of New South Wales,Evaluation of naturally occurring resistance to Direct Acting Antiviral Drugs (DAAs) in individuals with acute hepatitis C infection,2010,2011,
1006334,Prof Jeff Richardson,Monash University,The validity of Ô8 instrumentsÕ used to include quality of life in economic evaluation in 8 disease areas and 6 countries,2010,2011,
1006348,A/Pr David Nikolic-Paterson,Monash University,Distinct pathogenic roles for JNK signalling in glomerular and interstitial injury in kidney disease.,2010,2011,
1006367,Prof Anthony Rodgers,University of Sydney,ADVANCE-ON: a post-trial observational study of ADVANCE,2010,2011,
1006368,Prof Philip O'Connell,University of Sydney,Developing Clinical Islet Transplantation for Type 1 Diabetes,2010,2011,
1006374,Dr Kim Hemsley,University of Adelaide,Maximising treatment outcomes in MPS IIIA,2010,2011,
1006407,Dr Mathis Grossmann,University of Melbourne,Control of musculoskeletal function and body composition by androgens in men,2010,2011,
1006420,Dr Stephen Ting,Monash University,The role of Ap2a2 in self-renewal of haematopoietic and leukemic stem cells,2010,2011,
1006423,Dr Richard Clark,University of Queensland,Understanding the structure/function relationships of the iron regulatory peptide hepcidin,2010,2011,
1006428,Dr Jose Villadangos,University of Melbourne,Regulation of the Cardiovascular Disease-Associated Protease Inhibitor Cystatin C for Therapeutic Application,2010,2011,
1006440,Dr Lachlan Thompson,University of Melbourne,Cell therapy for functional reconstruction of damaged brain circuitry,2010,2011,
1006447,A/Pr Martin Ebert,Sir Charles Gairdner Hospital,"Assessment of rectal and urinary toxicity from the RADAR prostate radiotherapy trial Ð dosimetric constraints for novel symptom clustering, derivation of radiobiological parameters and assessment of patient localisation effects",2010,2011,
1006450,Dr Gethin Thomas,University of Queensland,Novel treatment approaches to prevent joint fusion in ankylosing spondylitis,2010,2011,
1006453,Prof Joel Bornstein,University of Melbourne,Neurogenic diarrhoea: lessons from cholera toxin and related bacterial exotoxins,2010,2011,
1006454,Dr Mariusz Skwarczynski,University of Queensland,A Self-assembling and Self-adjuvanting Nanoparticular Therapeutic Vaccine Against Cervical Cancer,2010,2011,
1006460,Dr Clare Scott,Walter and Eliza Hall Institute,Mechanisms of DNA damage-induced oocyte apoptosis and infertility: examination of the role of BH3-only proteins.,2010,2011,
1006477,A/Pr Gilda Tachedjian,Macfarlane Burnet Institute for Medical Research and Public Health,Elucidating the mechanism of action of dendrimer nanoparticles against HIV,2010,2011,
1006480,Dr Annika Antonsson,Queensland Institute of Medical Research,Squamous cell carcinomas of the head and neck: Exploring the role of human papillomavirus infection,2010,2011,
1006485,Dr Louise Purton,St.Vincent's Institute of Medical Research,Determining the impact of cytotoxic therapies on the bone marrow microenvironment,2010,2011,
1006487,Prof Michelle Haber,University of New South Wales,Targeted inhibition of polyamine synthesis for treatment of childhood neuroblastoma,2010,2011,
1006488,Dr Craig Harrison,Prince Henry's Institute of Medical Research,Development of a specific activin antagonist for therapeutic applications,2010,2011,
1006498,Dr Megan Hitchins,University of New South Wales,The role and underlying mechanisms of constitutional epigenetic silencing in cancer predisposition,2010,2011,
1006501,Prof R. Douglas McEvoy,Flinders University,Sleep Apnea cardioVascular Endpoints (SAVE) trial,2010,2011,
1006517,Prof David Power,Institute for Breathing and Sleep,Regulation of SPAK by AMPK links salt reabsorption to energy metabolism,2010,2011,
1006534,A/Pr Paul Gorry,Macfarlane Burnet Institute for Medical Research and Public Health,Elucidating the flexibility of coreceptor engagement by HIV-1 important for macrophage tropism and escape from entry inhibitors,2010,2011,
1006542,Dr Trevelyan Menheniott,Murdoch Children's Research Institute,Inflammation drives TFF2 epigenetic silencing in gastric cancer,2010,2011,
1006549,Dr Cameron Simmons,University of Melbourne,Early diagnosis and prognosis of severe dengue in Vietnamese children,2010,2011,
1006573,A/Pr Mark Bellgrove,Monash University,Genetic and Physiological Mechanisms of Executive Control,2010,2011,
1006582,Dr Ulla Simanainen,University of Sydney,Intraprostatic androgen signalling as a target in prostate cancer,2010,2011,
1006586,Dr Cheryl Shoubridge,University of Adelaide,Investigating the pathogenic mechanism of mutations in IQSEC2 causing non-syndromic intellectual disability.,2010,2011,
1006588,Prof Bryan Williams,Monash University,Regulation of innate immunity and tumour progression by activating transcription factor 3,2010,2011,
1006590,Prof Bryan Williams,Monash University,Protein recognition of small RNAs in innate immunity,2010,2011,
1006592,Dr Marc Pellegrini,Walter and Eliza Hall Institute,Chronic active viral persistence versus host immune mediated pathology:  an analysis and manipulation of the balance.,2010,2011,
1006610,Prof Jane Pirkis,University of Melbourne,An individual-level study of suicide method substitution over time,2010,2011,
1006618,Prof Mark von Itzstein,Griffith University,Determinants of influenza virus host-cell tropism,2010,2011,
1006624,Dr Jacqueline Gulbis,Walter and Eliza Hall Institute,Investigating Molecular Reorganisation During Permeation Gating in K+ Channels,2010,2011,
1006628,Dr Jacqueline Gulbis,Walter and Eliza Hall Institute,Investigating the Interaction of Precursor Inner Membrane Proteins with Translocase Components,2010,2011,
1006636,Prof Ruth Ganss,University of Western Australia,Regulator of G protein Signalling-5 loss and gain of function in vivo,2010,2011,
1006647,A/Pr Rosemary Horne,Monash University,Developmental changes in cerebral oxygenation after term and preterm birth,2010,2011,
1006663,Dr Adele Mount,Walter and Eliza Hall Institute,Understanding the mechanisms of action of the ISCOMATRIX adjuvant for the development of human vaccines,2010,2011,
1006688,Dr Louise Judd,Murdoch Children's Research Institute,IL-11 as a novel parietal cell cytokine that blocks gastric acid secretion and causes gastric atrophy,2010,2011,
1006695,Prof Kwun Fong,University of Queensland,Prospective methylation biomarker validation study in lung cancer,2010,2011,
1006707,Dr Claire Vajdic,University of New South Wales,A population-based family study of follicular lymphoma,2010,2011,
1006749,Prof Daniel Lubman,Monash University,The role of anhedonia in recovery from opiate addiction,2010,2011,
1006759,A/Pr David Booth,University of Sydney,The effect of IL28B haplotype on hepatitis C virus infection and treatment response,2010,2011,
1006769,Prof Maria Fiatarone Singh,University of Sydney,Train High Eat Low for Osteoarthritis (THE LO Study): a randomised controlled trial,2010,2011,
1006839,A/Pr Alex Andrianopoulos,University of Melbourne,Investigating the interface between host innate immune cells and a fungal pathogen,2010,2011,
1006846,Prof Stuart Hooper,Monash University,Imaging Lung Aeration and Lung Motion following very premature Birth,2010,2011,
1007027,Dr Karla Hutt,Prince Henry's Institute of Medical Research,BH3-only proteins are critical for the developmentally programmed death of oocytes: impact on ooctye quality and the fertile lifespan,2010,2011,
1007035,Dr Rowena Martin,Australian National University,Interactions between the malaria parasite's chloroquine resistance transporter and antimalarial drugs,2010,2011,
1007381,Prof Jonathan Cebon,Ludwig Institute for Cancer Research,"Analysis of antigen processing in melanoma cells, its influence on the success of cancer vaccination and enhancement in a combined-immunotherapy xenograft model of melanoma",2010,2011,
1007427,A/Pr Jun-Ping Liu,Murdoch Children's Research Institute,Studies of a novel manganese transporter in lysosomes and its implications in Niemann-Pick type-C disease,2010,2011,
1007447,Prof David Cook,University of Sydney,Regulation of epithelial sodium channels by caveolin,2010,2011,
1007451,Prof Geoffrey Head,Baker IDI Heart and Diabetes Institute,Importance of The Brain Renin-Angiotensin System For Regulating Blood Pressure and Cardiovascular Autonomic Function.,2010,2011,
1007465,Prof Mark Febbraio,Baker IDI Heart and Diabetes Institute,An essential role for skeletal muscle FoxO1 in protecting against obesity-induced insulin resistance,2010,2011,
1007501,Dr Ying Hu,Flinders University,Defining biomarkers of colorectal cancer prevention by dietary agents and translation to human intervention studies,2010,2011,
1007518,Dr Karen Canfell,NSW Cancer Council,Evaluation of Primary HPV Testing for Cervical Screening in Australia,2010,2011,
1007523,A/Pr Matthias Ernst,Ludwig Institute for Cancer Research,Therapeutically exploiting non-oncogene addiction and defining genetic interactions for disease progression in a preclinical model of inflammation-dependent gastric tumourigenesis,2010,2011,
1007532,A/Pr Grant Ramm,Queensland Institute of Medical Research,Role of tissue ferritin as a proinflammatory mediator of hepatic stellate cell activation in hepatic iron overload.,2010,2011,
1007544,A/Pr Jonathan Shaw,Baker IDI Heart and Diabetes Institute,AusDiab 3: emerging risk factors for and long-term incidence of cardio-metabolic diseases,2010,2011,
1007551,Dr Robert Gilchrist,University of Adelaide,A novel procedure for efficacious gonadotrophin-free infertility treatment,2010,2011,
1007557,Prof Vaughan Macefield,University of Western Sydney,FUNCTIONAL IMAGING OF THE BRAINSTEM AND CORTICAL SITES OF BLOOD PRESSURE CONTROL IN HUMAN SUBJECTS IN HEALTH AND DISEASE,2010,2011,
1007569,A/Pr Joshua Burns,University of Sydney,From measurement to management of inherited neuromuscular disorders,2010,2011,
1007586,Dr Ursula Kees,University of Western Australia,Role of connective tissue growth factor in the pathobiology of lymphoid tumours and response to therapy,2010,2011,
1007593,Dr Nadia Solowij,University of Wollongong,Vulnerability markers in the association between cannabis and schizophrenia,2010,2011,
